location,total_sqft,bath,price,BHK
Old Madras Road,2010,3,125,4
Old Madras Road,1480,2,84,3
Old Madras Road,1210,2,74,2
Old Madras Road,1171,2,72,2
Old Madras Road,1480,3,95,3
Old Madras Road,1210,2,80,2
Old Madras Road,1859,3,121,3
Old Madras Road,2300,3,142,3
Old Madras Road,1210,2,80,2
Old Madras Road,1210,2,77,2
Old Madras Road,1330,2,74,2
Old Madras Road,1720,3,106,3
Old Madras Road,2990,3,170,3
Old Madras Road,1171,2,73,2
Old Madras Road,1630,3,110,3
Old Madras Road,1165,2,52,2
Old Madras Road,2640,2,170,2
Old Madras Road,1165,2,51.42,2
Padmanabhanagar,1020,2,63,2
Padmanabhanagar,1176,2,62,2
Padmanabhanagar,1258,2,115,2
Padmanabhanagar,1100,2,65,2
Padmanabhanagar,3400,3,210,4
Padmanabhanagar,4500,4,360,3
Padmanabhanagar,1200,2,60,2
Padmanabhanagar,1000,1,90,2
Padmanabhanagar,1067,2,52,2
Padmanabhanagar,1100,2,60,2
Padmanabhanagar,2051,3,180,3
Padmanabhanagar,2051,3,170,3
Pai Layout,1006,2,35,2
Pai Layout,1550,2,90,3
Pai Layout,1050,2,40,2
Pai Layout,1400,2,67,3
Pai Layout,1100,2,50,2
Pai Layout,1255,2,80,2
Pai Layout,1075,2,35,2
Pai Layout,1400,2,57.5,2
Pai Layout,1175,2,60,2
Pai Layout,810,2,34.5,2
Pai Layout,1000,2,34,2
Pai Layout,1000,2,42,2
Pai Layout,3800,6,175,6
Pai Layout,1068,2,48,2
Pai Layout,1510,2,65,3
Panathur,1359,2,87,2
Panathur,1438,2,100,2
Panathur,1688,3,118,3
Panathur,1198,2,77,2
Panathur,1180,2,70,2
Panathur,1546,3,99,3
Panathur,1000,2,65.3,2
Panathur,1109,2,63,2
Panathur,1000,2,68,2
Panathur,1255,2,79,2
Panathur,1205,2,62.9,2
Panathur,1198,2,82,2
Panathur,1235,2,65,2
Panathur,1210,2,80,2
Panathur,1210,2,77,2
Panathur,661,1,40,1
Panathur,1210,2,78,2
Panathur,1050,2,60,2
Panathur,1398,2,97,2
Panathur,1065,2,58,2
Panathur,1007,2,64,2
Panathur,1210,2,77.93,2
Panathur,1230,2,80,2
Panathur,980,2,57,2
Panathur,1075,2,60,2
Panathur,1210,2,69,2
Panathur,1343,2,76,2
Parappana Agrahara,1194,2,47,2
Parappana Agrahara,1194,2,47,2
Parappana Agrahara,1194,2,46,2
Parappana Agrahara,1194,2,47,2
Parappana Agrahara,1194,2,46,2
Parappana Agrahara,1194,2,47,2
Parappana Agrahara,1194,2,47,2
Parappana Agrahara,1092,2,43,2
Parappana Agrahara,1194,2,45,2
Parappana Agrahara,1200,1,45,1
Parappana Agrahara,1194,2,46,2
Parappana Agrahara,1194,2,47,2
Parappana Agrahara,1194,2,47,2
Parappana Agrahara,1194,2,46,2
Parappana Agrahara,1194,2,46,2
Pattandur Agrahara,1550,2,80,3
Pattandur Agrahara,1025,2,44.5,2
Pattandur Agrahara,1247,2,59.8,2
Pattandur Agrahara,900,2,42,2
Pattandur Agrahara,1302,2,66,2
Pattandur Agrahara,1550,2,80,3
Pattandur Agrahara,1247,2,62.35,2
Pattandur Agrahara,1350,2,68,2
Poorna Pragna Layout,920,2,39.55,2
Poorna Pragna Layout,1160,2,46.39,2
Poorna Pragna Layout,965,2,48,2
Poorna Pragna Layout,1160,2,46.39,2
Poorna Pragna Layout,1160,2,46.39,2
Poorna Pragna Layout,960,2,50,2
Prithvi Layout,2028,4,162,4
Prithvi Layout,1352,2,87.5,2
Prithvi Layout,1190,2,68,2
Prithvi Layout,1352,2,85,2
Prithvi Layout,1352,2,75,2
Prithvi Layout,2273,4,220,3
Prithvi Layout,1352,3,93,2
Prithvi Layout,2273,4,192,3
Prithvi Layout,1352,2,72,2
R.T. Nagar,1200,2,120,2
R.T. Nagar,1040,2,46,2
R.T. Nagar,1200,2,45,2
R.T. Nagar,1235,2,65,2
R.T. Nagar,1140,3,130,3
R.T. Nagar,970,2,55,2
R.T. Nagar,1560,3,125,3
R.T. Nagar,1200,2,60,2
R.T. Nagar,1200,3,140,3
R.T. Nagar,1100,3,125,2
R.T. Nagar,1150,2,72,2
R.T. Nagar,1500,4,185,4
R.T. Nagar,3600,8,165,9
R.T. Nagar,1080,2,48,2
R.T. Nagar,1325,2,52,2
R.T. Nagar,1300,3,145,3
R.T. Nagar,1100,2,85,2
R.T. Nagar,1667,3,130,3
Rachenahalli,1050,2,52.07,2
Rachenahalli,1050,2,55.5,2
Rachenahalli,1050,2,53.5,2
Rachenahalli,1220,2,59.5,2
Rachenahalli,1050,2,52.5,2
Rachenahalli,1050,2,52.1,2
Rachenahalli,1050,2,53.5,2
Rachenahalli,1113,2,55,2
Rachenahalli,3657,5,220,4
Rachenahalli,680,1,32.64,1
Rachenahalli,412.5,1,19.8,1
Rachenahalli,1050,2,52.5,2
Rachenahalli,690,1,39.8,1
Rachenahalli,1050,2,47.25,2
Rachenahalli,1050,2,55.5,2
Rachenahalli,985,2,49.97,2
Rachenahalli,1050,2,52.5,2
Rachenahalli,1050,2,52.08,2
Rachenahalli,1050,2,52.07,2
Rachenahalli,1050,2,52.08,2
Rachenahalli,985,2,49.97,2
Rachenahalli,1856,3,106,3
Rachenahalli,1050,2,52.5,2
Rachenahalli,985,2,50.17,2
Rachenahalli,2600,3,160,3
Rachenahalli,985,2,50.17,2
Rachenahalli,1050,2,52.71,2
Raja Rajeshwari Nagar,1295,2,43.9,2
Raja Rajeshwari Nagar,1145,2,45.79,2
Raja Rajeshwari Nagar,1419,2,48.1,2
Raja Rajeshwari Nagar,1295,2,55.47,2
Raja Rajeshwari Nagar,1133,2,49.07,2
Raja Rajeshwari Nagar,1090,2,42,2
Raja Rajeshwari Nagar,1260,2,67.39,2
Raja Rajeshwari Nagar,1141,2,38.55,2
Raja Rajeshwari Nagar,1140,2,49.39,2
Raja Rajeshwari Nagar,1303,2,55.79,2
Raja Rajeshwari Nagar,600,1,22,1
Raja Rajeshwari Nagar,1278,2,53.76,3
Raja Rajeshwari Nagar,500,1,25,1
Raja Rajeshwari Nagar,1143,2,38.65,2
Raja Rajeshwari Nagar,1610,3,74,3
Raja Rajeshwari Nagar,1105,2,65,2
Raja Rajeshwari Nagar,1258,2,63.53,2
Raja Rajeshwari Nagar,1128,2,38.24,2
Raja Rajeshwari Nagar,1157,2,53.8,2
Raja Rajeshwari Nagar,1185,2,47.39,2
Raja Rajeshwari Nagar,1030,2,50,2
Raja Rajeshwari Nagar,1144,2,38.55,2
Raja Rajeshwari Nagar,1196,2,51.51,2
Raja Rajeshwari Nagar,1570,3,88,3
Raja Rajeshwari Nagar,1168,2,61,2
Raja Rajeshwari Nagar,1306,2,55.91,2
Raja Rajeshwari Nagar,1608,3,67.98,3
Raja Rajeshwari Nagar,1575,2,78,3
Raja Rajeshwari Nagar,1200,2,35,2
Raja Rajeshwari Nagar,1151,2,39.02,2
Raja Rajeshwari Nagar,1570,2,65,3
Raja Rajeshwari Nagar,1196,2,51.15,2
Raja Rajeshwari Nagar,1419,2,48,2
Raja Rajeshwari Nagar,1295,2,70,2
Raja Rajeshwari Nagar,648,1,31.75,1
Raja Rajeshwari Nagar,1100,2,55,2
Raja Rajeshwari Nagar,1140,2,38.55,2
Raja Rajeshwari Nagar,1090,2,43.59,2
Raja Rajeshwari Nagar,1023,2,42,2
Raja Rajeshwari Nagar,1070,2,50,2
Raja Rajeshwari Nagar,4800,8,225,8
Raja Rajeshwari Nagar,1128,2,48.79,2
Raja Rajeshwari Nagar,1267,2,42.85,2
Raja Rajeshwari Nagar,550,1,21,1
Raja Rajeshwari Nagar,1120,2,37.95,2
Raja Rajeshwari Nagar,1608,2,85,2
Raja Rajeshwari Nagar,1210,2,45,2
Raja Rajeshwari Nagar,1240,2,53.27,2
Raja Rajeshwari Nagar,1395,2,72,3
Raja Rajeshwari Nagar,1165,2,45,2
Raja Rajeshwari Nagar,1288,2,70,3
Raja Rajeshwari Nagar,1120,2,37.97,2
Raja Rajeshwari Nagar,1140,2,38.65,2
Raja Rajeshwari Nagar,1095,2,38.33,2
Raja Rajeshwari Nagar,1420,2,60,3
Raja Rajeshwari Nagar,1303,2,44.17,2
Raja Rajeshwari Nagar,1185,2,40.17,2
Raja Rajeshwari Nagar,1140,2,49.27,2
Raja Rajeshwari Nagar,1095,2,38.33,2
Raja Rajeshwari Nagar,1235,2,75,2
Raja Rajeshwari Nagar,1280,3,57.6,3
Raja Rajeshwari Nagar,1303,2,55.79,2
Raja Rajeshwari Nagar,1162,2,65,2
Raja Rajeshwari Nagar,1133,2,38.41,2
Raja Rajeshwari Nagar,1151,2,49,2
Raja Rajeshwari Nagar,1267,2,54.35,2
Raja Rajeshwari Nagar,1100,2,50,2
Raja Rajeshwari Nagar,1185,2,40.17,2
Raja Rajeshwari Nagar,1306,2,44.17,2
Raja Rajeshwari Nagar,1196,2,40.44,2
Raja Rajeshwari Nagar,1178,2,75,2
Raja Rajeshwari Nagar,1128,2,40,2
Raja Rajeshwari Nagar,1151,2,39,2
Raja Rajeshwari Nagar,1525,2,99.13,3
Raja Rajeshwari Nagar,1060,2,48,2
Raja Rajeshwari Nagar,3900,6,195,6
Raja Rajeshwari Nagar,1128,2,48.79,2
Raja Rajeshwari Nagar,1170,2,50,2
Raja Rajeshwari Nagar,1185,2,51.15,2
Raja Rajeshwari Nagar,1255,2,53.87,2
Raja Rajeshwari Nagar,1419,2,60.42,2
Raja Rajeshwari Nagar,1693,3,71.38,3
Raja Rajeshwari Nagar,3600,9,240,9
Raja Rajeshwari Nagar,1196,2,40.54,2
Raja Rajeshwari Nagar,1196,2,40.54,2
Raja Rajeshwari Nagar,1160,2,70,2
Raja Rajeshwari Nagar,1133,2,38.37,2
Raja Rajeshwari Nagar,1140,2,48.7,2
Raja Rajeshwari Nagar,1140,2,38.65,2
Raja Rajeshwari Nagar,1140,2,38.55,2
Raja Rajeshwari Nagar,1295,2,55.47,2
Raja Rajeshwari Nagar,1133,2,40,2
Raja Rajeshwari Nagar,1550,3,86.8,3
Raja Rajeshwari Nagar,1400,2,45,2
Raja Rajeshwari Nagar,1110,2,52,2
Raja Rajeshwari Nagar,1580,3,83.74,3
Raja Rajeshwari Nagar,1640,3,86.8,3
Raja Rajeshwari Nagar,1185,2,51.15,2
Raja Rajeshwari Nagar,1295,2,43.9,2
Raja Rajeshwari Nagar,1279,2,53.76,3
Raja Rajeshwari Nagar,1196,2,40.54,2
Raja Rajeshwari Nagar,1240,2,40.54,2
Raja Rajeshwari Nagar,1090,2,57,2
Raja Rajeshwari Nagar,1240,2,42.04,2
Raja Rajeshwari Nagar,1757,3,98,3
Raja Rajeshwari Nagar,1530,3,64,3
Raja Rajeshwari Nagar,1587,3,73.8,3
Raja Rajeshwari Nagar,1295,2,55.47,2
Raja Rajeshwari Nagar,1450,2,67,3
Raja Rajeshwari Nagar,1090,2,57,2
Raja Rajeshwari Nagar,945,2,45,2
Raja Rajeshwari Nagar,1303,2,55.78,2
Raja Rajeshwari Nagar,3450,7,225,8
Raja Rajeshwari Nagar,1419,2,48.1,2
Raja Rajeshwari Nagar,1700,2,86,3
Raja Rajeshwari Nagar,1270,2,62,2
Raja Rajeshwari Nagar,1250,2,68,2
Raja Rajeshwari Nagar,1260,2,62,3
Raja Rajeshwari Nagar,1196,2,40.54,2
Raja Rajeshwari Nagar,1580,2,66.85,3
Raja Rajeshwari Nagar,1050,2,37,2
Raja Rajeshwari Nagar,1021,3,59,3
Raja Rajeshwari Nagar,1196,2,40.54,2
Raja Rajeshwari Nagar,1500,3,88,3
Raja Rajeshwari Nagar,1168,2,66,2
Raja Rajeshwari Nagar,1400,2,86,3
Raja Rajeshwari Nagar,1157,2,65,2
Raja Rajeshwari Nagar,1206,2,40.7,2
Raja Rajeshwari Nagar,1000,2,50,2
Raja Rajeshwari Nagar,1485,2,63,3
Raja Rajeshwari Nagar,1335,2,56,3
Raja Rajeshwari Nagar,1255,2,42.54,2
Raja Rajeshwari Nagar,1530,3,64.86,3
Raja Rajeshwari Nagar,1850,3,98,3
Raja Rajeshwari Nagar,1140,2,44,2
Raja Rajeshwari Nagar,6000,8,215,8
Raja Rajeshwari Nagar,1140,2,39,2
Raja Rajeshwari Nagar,510,1,22,1
Raja Rajeshwari Nagar,1187,2,40.14,2
Raja Rajeshwari Nagar,1141,2,60,2
Rajaji Nagar,1640,3,229,3
Rajaji Nagar,2390,3,415,3
Rajaji Nagar,2390,3,410,3
Rajaji Nagar,3516,4,540,4
Rajaji Nagar,1640,3,223,3
Rajaji Nagar,1800,4,324,6
Rajaji Nagar,3526,4,558,4
Rajaji Nagar,1800,3,260,3
Rajaji Nagar,1640,3,241,3
Rajaji Nagar,1370,2,170,2
Rajaji Nagar,2409,3,360,3
Rajaji Nagar,1718,3,288,2
Rajaji Nagar,2386,3,334,3
Rajaji Nagar,1200,2,150,2
Rajaji Nagar,1160,1,163,2
Rajaji Nagar,660,1,75,1
Rajaji Nagar,1440,2,170,2
Rajaji Nagar,2448,3,400,3
Rajaji Nagar,1440,2,185,2
Rajaji Nagar,1640,3,230,3
Rajaji Nagar,1800,2,250,3
Rajaji Nagar,3100,4,550,4
Rajaji Nagar,3526,4,598,4
Rajaji Nagar,1357,2,130,2
Rajaji Nagar,2300,3,369,3
Rajaji Nagar,2500,3,350,3
Rajaji Nagar,2559,3,403,3
Rajaji Nagar,1763,3,262,2
Rajaji Nagar,2533,3,425,3
Rajaji Nagar,1268,2,127,2
Rajaji Nagar,1640,3,262,3
Rajaji Nagar,1200,1,200,2
Rajaji Nagar,2367,3,375,3
Rajaji Nagar,2440,2,415,4
Rajaji Nagar,1640,3,251,3
Rajaji Nagar,1640,3,268,3
Rajaji Nagar,2367,4,340,3
Rajaji Nagar,1350,4,230,4
Rajaji Nagar,2400,5,408,5
Rajaji Nagar,2500,3,340,3
Rajaji Nagar,2390,3,372,3
Rajaji Nagar,2415,3,399,3
Rajaji Nagar,1718,3,275,2
Rajaji Nagar,1763,3,240,2
Rajaji Nagar,2409,3,395,3
Rajaji Nagar,1314,2,225,2
Rajaji Nagar,1440,2,165,2
Rajaji Nagar,1640,3,245,3
Rajiv Nagar,1690,3,125,3
Rajiv Nagar,1263,2,93.32,2
Rajiv Nagar,2340,4,148,4
Rajiv Nagar,2340,5,129,4
Rajiv Nagar,1330,2,93,2
Rajiv Nagar,2340,5,129,4
Rajiv Nagar,1309,2,80,2
Rajiv Nagar,2340,4,145,4
Rajiv Nagar,2330,5,175,4
Rajiv Nagar,2340,5,160,4
Ramagondanahalli,1151,2,48.77,2
Ramagondanahalli,1251,2,47,2
Ramagondanahalli,1235,2,52.04,2
Ramagondanahalli,1610,2,111,3
Ramagondanahalli,540,1,30,1
Ramagondanahalli,1235,2,46.8,2
Ramagondanahalli,1215,2,51.26,2
Ramagondanahalli,2257,4,157,3
Ramagondanahalli,1251,2,47.4,2
Ramagondanahalli,1610,2,115,3
Ramagondanahalli,920,2,65,2
Ramagondanahalli,1215,2,45.5,2
Ramagondanahalli,1253,2,52.66,2
Ramagondanahalli,1295,2,95,2
Ramagondanahalli,1151,2,50.5,2
Ramagondanahalli,1235,2,49.3,2
Ramagondanahalli,2257,3,159,3
Ramagondanahalli,1295,2,95,2
Ramagondanahalli,1910,3,142,3
Ramagondanahalli,1215,2,46.1,2
Ramagondanahalli,1251,2,50,2
Ramagondanahalli,1610,2,115,3
Ramagondanahalli,1151,2,43.6,2
Ramagondanahalli,1251,2,53,2
Ramagondanahalli,845,2,45.82,2
Ramagondanahalli,1910,3,150,3
Ramagondanahalli,2040,3,114,3
Ramagondanahalli,1251,2,46,2
Ramagondanahalli,1151,2,46,2
Ramagondanahalli,1610,2,112,3
Ramagondanahalli,1610,2,115,3
Ramagondanahalli,1200,3,56.1,3
Ramagondanahalli,2787,5,220,4
Ramagondanahalli,1125,2,75,2
Ramagondanahalli,1151,2,42.5,2
Ramagondanahalli,2257,3,155,3
Ramagondanahalli,1500,3,100,3
Ramagondanahalli,1910,3,131,3
Ramamurthy Nagar,3700,4,225,4
Ramamurthy Nagar,3500,5,150,5
Ramamurthy Nagar,1050,2,37,2
Ramamurthy Nagar,1040,2,50,2
Ramamurthy Nagar,1200,3,72,2
Ramamurthy Nagar,360,1,26,1
Ramamurthy Nagar,950,2,50.79,2
Ramamurthy Nagar,1200,2,66,3
Ramamurthy Nagar,1525,3,100,3
Ramamurthy Nagar,1200,2,80,2
Ramamurthy Nagar,1200,2,42,2
Ramamurthy Nagar,1100,2,68,2
Ramamurthy Nagar,1185,2,45.5,2
Ramamurthy Nagar,1170,2,46.8,2
Ramamurthy Nagar,1150,2,51,2
Ramamurthy Nagar,1200,2,48,2
Ramamurthy Nagar,600,3,45,2
Ramamurthy Nagar,1110,2,65,2
Ramamurthy Nagar,1200,2,78,2
Ramamurthy Nagar,600,1,43,1
Ramamurthy Nagar,1006,2,57,2
Ramamurthy Nagar,1200,2,76,2
Ramamurthy Nagar,700,2,33,2
Ramamurthy Nagar,1125,2,47,2
Ramamurthy Nagar,1000,2,62,2
Ramamurthy Nagar,1334,2,67,2
Ramamurthy Nagar,1200,2,46,2
Ramamurthy Nagar,1200,2,57.9,2
Ramamurthy Nagar,1360,2,45,2
Ramamurthy Nagar,1170,2,44,2
Ramamurthy Nagar,2200,4,130,4
Ramamurthy Nagar,1050,2,51.66,2
Ramamurthy Nagar,2916,5,230,4
Ramamurthy Nagar,2316,3,125,3
Ramamurthy Nagar,1101,2,50,2
Ramamurthy Nagar,1150,2,40,2
Ramamurthy Nagar,1050,2,37.8,2
Ramamurthy Nagar,935,2,39,2
Ramamurthy Nagar,1200,2,68,2
Ramamurthy Nagar,540,1,35,1
Ramamurthy Nagar,960,2,35,2
Rayasandra,1314,2,63,3
Rayasandra,1065,2,44.95,2
Rayasandra,1708,3,75,3
Rayasandra,1199,2,48.5,3
Rayasandra,1577,3,67,3
Rayasandra,1253,2,57,2
Rayasandra,583,1,26.9,1
Rayasandra,1198,2,54,2
Rayasandra,1555,3,75.17,3
Rayasandra,1458,3,60,3
Rayasandra,1179,2,55,3
Rayasandra,1601,3,70,3
Rayasandra,1708,3,76,4
Rayasandra,470,1,21,1
Rayasandra,3600,5,145,5
Rayasandra,1357,2,59,3
Sahakara Nagar,1500,2,95,3
Sahakara Nagar,1100,2,56,2
Sahakara Nagar,1219,2,48,2
Sahakara Nagar,1100,2,75,3
Sahakara Nagar,1655,3,115,3
Sahakara Nagar,1150,2,54,2
Sahakara Nagar,1270,2,69.85,2
Sahakara Nagar,960,2,56,2
Sahakara Nagar,1048,2,50,2
Sahakara Nagar,1160,2,55,2
Sahakara Nagar,1200,2,75,3
Sahakara Nagar,2500,4,200,4
Sahakara Nagar,1914,3,179,3
Sahakara Nagar,1500,3,125,3
Sahakara Nagar,1100,2,55,2
Sahakara Nagar,1914,3,149,3
Sahakara Nagar,1000,2,60,2
Sahakara Nagar,1175,2,49,2
Sahakara Nagar,1370,2,90,3
Sahakara Nagar,1100,2,55,2
Sahakara Nagar,1100,2,75,3
Sahakara Nagar,1180,2,72,2
Sahakara Nagar,1200,2,60,2
Sahakara Nagar,1032,2,45,2
Sahakara Nagar,1200,2,46,2
Sahakara Nagar,1270,2,96,2
Sahakara Nagar,1201,2,80,2
Sahakara Nagar,1200,2,54,2
Sahakara Nagar,1291,2,72.3,2
Sanjay nagar,1000,2,70,2
Sanjay nagar,1100,2,98,2
Sanjay nagar,1150,2,72.2,2
Sanjay nagar,1800,3,180,3
Sanjay nagar,630,1,35,2
Sanjay nagar,3300,3,250,5
Sanjay nagar,1900,2,180,3
Sanjay nagar,1575,2,90,2
Sanjay nagar,960,2,55,2
Sanjay nagar,1050,2,59,2
Sanjay nagar,1150,2,70,2
Sanjay nagar,1500,3,150,3
Sanjay nagar,1180,2,80,2
Sarakki Nagar,2121,4,253,3
Sarakki Nagar,2289,3,260,3
Sarakki Nagar,2500,4,325,3
Sarakki Nagar,2145,4,270,3
Sarakki Nagar,1200,3,128,3
Sarakki Nagar,2663,4,338,3
Sarakki Nagar,1840,4,175,3
Sarjapur,2250,3,148,3
Sarjapur,1600,3,75,3
Sarjapur,1242.5,2,43.49,2
Sarjapur,913,2,32,2
Sarjapur,1128,2,60,2
Sarjapur,1185,2,47,2
Sarjapur,900,2,42,3
Sarjapur,649.5,1,17.535,1
Sarjapur,1020,2,35,2
Sarjapur,1195,2,42,2
Sarjapur,1240,2,44,2
Sarjapur,950,2,32.5,2
Sarjapur,1285,2,68,3
Sarjapur,925,2,25,2
Sarjapur,3190,3,160,4
Sarjapur,1215,2,40,2
Sarjapur,1200,3,78,3
Sarjapur,1000,2,30,2
Sarjapur,1157,2,40,2
Sarjapur,2238,3,140,3
Sarjapur,2020,3,85,3
Sarjapur,2885,3,185,4
Sarjapur,1240,2,44.3,2
Sarjapur,625,1,19,1
Sarjapur,2585.5,4,139.5,4
Sarjapur,940,2,25.38,2
Sarjapur,2100,3,125,4
Sarjapur,913,2,36,2
Sarjapur,1404,2,53.35,3
Sarjapur,1830,3,88,3
Sarjapur,1364,2,56,3
Sarjapur,1124,2,30.35,2
Sarjapur,1044,2,32,2
Sarjapur,650,1,19.87,1
Sarjapur,1175,2,42,2
Sarjapur,1240,2,43.1,2
Sarjapur,1032,2,42,2
Sarjapur,1044,2,34,2
Sarjapur,1200,3,76.13,3
Sarjapur,1200,2,62,2
Sarjapur,900,2,27.98,2
Sarjapur,1205,2,29,2
Sarjapur,850,2,32,2
Sarjapur,1175,2,41.68,2
Sarjapur,920,2,33,2
Sarjapur,1150,2,41,2
Sarjapur,1200,2,42.6,2
Sarjapur,1333,3,50,3
Sarjapur,1044,2,36,2
Sarjapur,950,2,35,2
Sarjapur,2172,3,100,3
Sarjapur,633,1,17.09,1
Sarjapur,1451,2,87,2
Sarjapur,2400,3,140,4
Sarjapur,1525,2,68,3
Sarjapur,1095,2,45,2
Sarjapur,1425,3,57,3
Sarjapur  Road,2497,3,140,3
Sarjapur  Road,1787,3,98.29,3
Sarjapur  Road,1787,3,125,3
Sarjapur  Road,1000,2,67,2
Sarjapur  Road,1346,2,74.03,2
Sarjapur  Road,1195,2,70,2
Sarjapur  Road,1550,3,100,3
Sarjapur  Road,2100,3,125,3
Sarjapur  Road,1691,3,113,3
Sarjapur  Road,1278,2,95,2
Sarjapur  Road,2238,3,140,3
Sarjapur  Road,1800,3,110,3
Sarjapur  Road,1984,4,146,3
Sarjapur  Road,1128,2,59,2
Sarjapur  Road,1700,3,110,3
Sarjapur  Road,1157,2,75,3
Sarjapur  Road,1282,2,72,2
Sarjapur  Road,4111,4,310,4
Sarjapur  Road,3900,4,300,4
Sarjapur  Road,1050,2,62,2
Sarjapur  Road,1700,3,135,3
Sarjapur  Road,1691,3,119,3
Sarjapur  Road,1846,3,140,3
Sarjapur  Road,1200,3,95,3
Sarjapur  Road,1819,3,100,3
Sarjapur  Road,1845,4,110,3
Sarjapur  Road,1233,2,77.65,2
Sarjapur  Road,1680,3,112,3
Sarjapur  Road,1255,2,92,2
Sarjapur  Road,1311,2,78,2
Sarjapur  Road,1157,2,75,3
Sarjapur  Road,1145,2,75,2
Sarjapur  Road,1300,2,70,3
Sarjapur  Road,2180,3,170,3
Sarjapur  Road,1750,3,110,3
Sarjapur  Road,1200,3,70,3
Sarjapur  Road,2600,3,200,3
Sarjapur  Road,685,1,40,1
Sarjapur  Road,1241,2,82,2
Sarjapur  Road,835,1,46.95,1
Sarjapur  Road,1280,2,76,2
Sarjapur  Road,1263,2,78,2
Sarjapur  Road,1691,3,98,3
Sarjapur  Road,1308,2,83,2
Sarjapur  Road,1592,3,91,3
Sarjapur  Road,1150,2,77,2
Sarjapur  Road,1965,3,120,3
Sarjapur  Road,2275,4,180,3
Sarjapur  Road,1418,2,78,2
Sarjapur  Road,1200,2,93,2
Sarjapur  Road,1115,2,60,2
Sarjapur  Road,1525,2,87,3
Sarjapur  Road,1346,2,71.32,2
Sarjapur  Road,715,1,29,1
Sarjapur  Road,1230,2,94.5,2
Sarjapur  Road,1750,3,99,3
Sarjapur  Road,1145,2,62,2
Sarjapur  Road,1500,3,88,3
Sarjapur  Road,1846,3,145,3
Sarjapur  Road,1067,2,60,2
Sarjapur  Road,1700,3,95,3
Sarjapur  Road,1230,2,65,2
Sarjapur  Road,3785,5,280,4
Sarjapur  Road,2556,3,169,3
Sarjapur  Road,1278,2,90,2
Sarjapur  Road,1305,2,99,2
Sarjapur  Road,1755,3,122,3
Sarjapur  Road,1700,3,93.5,3
Sarjapur  Road,1060,2,55,2
Sarjapur  Road,1455,2,98,3
Sarjapur  Road,1850,3,140,3
Sarjapur  Road,950,1,39.9,1
Sarjapur  Road,1826,3,130,3
Sarjapur  Road,1660,2,116,3
Sarjapur  Road,1700,3,108,3
Sarjapur  Road,1539,3,85,3
Sarjapur  Road,1489,2,82,3
Sarjapur  Road,1200,2,75,2
Sarjapur  Road,3044,3,183,3
Sarjapur  Road,1877,4,150,3
Sarjapur  Road,1229,2,70,2
Sarjapur  Road,1342,2,70,2
Sarjapur  Road,1711,3,110,3
Sarjapur  Road,1050,2,63.5,2
Sarjapur  Road,1350,2,102,2
Sarjapur  Road,2990,4,240,4
Sarjapur  Road,1457,3,85,3
Sarjapur  Road,1685,3,135,3
Sarjapur  Road,1200,3,70,3
Sarjapur  Road,984,2,55,2
Sarjapur  Road,1320,2,100,2
Sarjapur  Road,1984,4,145,3
Sarjapur  Road,1550,2,89,3
Sarjapur  Road,2425,5,201,4
Sarjapur  Road,1691,3,113,3
Sarjapur  Road,2070,4,160,3
Sarjapur  Road,1435,3,90,3
Sarjapur  Road,1262,2,67,2
Sarjapur  Road,1693,3,125,3
Sarjapur  Road,1826,3,125,3
Sarjapur  Road,1660,3,116,3
Sarjapur  Road,1830,3,119,3
Sarjapur  Road,2900,4,240,4
Sarjapur  Road,1059,2,68,2
Sarjapur  Road,1157,2,74,3
Sarjapur  Road,1700,3,118,3
Sarjapur  Road,1691,3,120,3
Sarjapur  Road,1308,2,75,2
Sarjapur  Road,1580,3,125,3
Sarjapur  Road,1763.25,3,98,3
Sarjapur  Road,1826,3,130,3
Sarjapur  Road,1550,2,98,3
Sarjapur  Road,1819,3,100,3
Sarjapur  Road,984,2,59,2
Sarjapur  Road,1489,3,88,3
Sarjapur  Road,702,1,52,1
Sarjapur  Road,1242,2,75,2
Sarjapur  Road,2275,4,185,3
Sarjapur  Road,2100,3,135,3
Sarjapur  Road,1700,3,93.5,3
Sarjapur  Road,1862,4,110,3
Sarjapur  Road,2275,4,175,3
Sarjapur  Road,1787,3,116,3
Sarjapur  Road,1691,3,93.01,3
Sarjapur  Road,1028,2,56,2
Sarjapur  Road,1181,2,65,3
Sarjapur  Road,1691,3,100,3
Sarjapur  Road,1026,2,60.55,2
Sarjapur  Road,1350,2,85,2
Sarjapur  Road,1157,2,72,3
Sarjapur  Road,1019,2,62,2
Sarjapur  Road,3418,3,235,4
Sarjapur  Road,691,1,31.1,1
Sarjapur  Road,1881,3,145,3
Sarjapur  Road,2275,4,182,3
Sarjapur  Road,1881,3,145,3
Sarjapur  Road,2880,3,211,4
Sarjapur  Road,675,1,27,1
Sarjapur  Road,1346,2,74.03,2
Sarjapur  Road,1691,3,119,3
Sarjapur  Road,1335,2,95,2
Sarjapur  Road,1680,3,126,3
Sarjapur  Road,1222,2,68,3
Sarjapur  Road,3420,4,225,4
Sarjapur  Road,1510,2,110,3
Sarjapur  Road,1242,2,78,2
Sarjapur  Road,1129,2,69,2
Sarjapur  Road,1850,3,140,3
Sarjapur  Road,1879,3,155,3
Sarjapur  Road,1157,2,75,3
Sarjapur  Road,2425,5,175,4
Sarjapur  Road,1323,2,74,2
